200, t, 0.002246, 0.000107, 0.031038, 0.031145
200, t, 0.001982, 0.000151, 0.033097, 0.033248
200, t, 0.003133, 0.000130, 0.029992, 0.030122
200, t, 0.003119, 0.000154, 0.028113, 0.028267
200, t, 0.003259, 0.000177, 0.028105, 0.028282
200, t, 0.002902, 0.000119, 0.027273, 0.027392
200, t, 0.002520, 0.000119, 0.044768, 0.044887
200, t, 0.003954, 0.000191, 0.054992, 0.055183
200, t, 0.004230, 0.000236, 0.051753, 0.051989
200, t, 0.001824, 0.000099, 0.025228, 0.025327
200, o, 0.002832, 0.000000, 0.027452, 0.027452
200, o, 0.001680, 0.000000, 0.025788, 0.025788
200, o, 0.003043, 0.000000, 0.051309, 0.051309
200, o, 0.003264, 0.000000, 0.028781, 0.028781
200, o, 0.004890, 0.000000, 0.033080, 0.033080
200, o, 0.001790, 0.000000, 0.025841, 0.025841
200, o, 0.001721, 0.000000, 0.025450, 0.025450
200, o, 0.001731, 0.000000, 0.025737, 0.025737
200, o, 0.004077, 0.000000, 0.033043, 0.033043
200, o, 0.003697, 0.000000, 0.056578, 0.056578
400, t, 0.007411, 0.000610, 0.214112, 0.214722
400, t, 0.006888, 0.000403, 0.215539, 0.215942
400, t, 0.010445, 0.000513, 0.216576, 0.217089
400, t, 0.015931, 0.000514, 0.211678, 0.212192
400, t, 0.012412, 0.000557, 0.240777, 0.241334
400, t, 0.007177, 0.000663, 0.230051, 0.230714
400, t, 0.019528, 0.002086, 0.248715, 0.250801
400, t, 0.010359, 0.000749, 0.209457, 0.210206
400, t, 0.016470, 0.000897, 0.219845, 0.220742
400, t, 0.010250, 0.000388, 0.208737, 0.209125
400, o, 0.016287, 0.000000, 0.243473, 0.243473
400, o, 0.006734, 0.000000, 0.243413, 0.243413
400, o, 0.007006, 0.000000, 0.225174, 0.225174
400, o, 0.018306, 0.000000, 0.261896, 0.261896
400, o, 0.007266, 0.000000, 0.223947, 0.223947
400, o, 0.009585, 0.000000, 0.219029, 0.219029
400, o, 0.018498, 0.000000, 0.249456, 0.249456
400, o, 0.010422, 0.000000, 0.214412, 0.214412
400, o, 0.007209, 0.000000, 0.236116, 0.236116
400, o, 0.014409, 0.000000, 0.258186, 0.258186
600, t, 0.015318, 0.001523, 0.703875, 0.705398
600, t, 0.037634, 0.002568, 0.699966, 0.702534
600, t, 0.018361, 0.002058, 0.675828, 0.677886
600, t, 0.042812, 0.002656, 0.678964, 0.681620
600, t, 0.015558, 0.001025, 0.685819, 0.686844
600, t, 0.015492, 0.000904, 0.692022, 0.692926
600, t, 0.039242, 0.002901, 0.742144, 0.745045
600, t, 0.037078, 0.001342, 0.688632, 0.689974
600, t, 0.037496, 0.003326, 0.695029, 0.698355
600, t, 0.038246, 0.002495, 0.697999, 0.700494
600, o, 0.018449, 0.000000, 0.958984, 0.958984
600, o, 0.042523, 0.000000, 0.900816, 0.900816
600, o, 0.039113, 0.000000, 0.901106, 0.901106
600, o, 0.042721, 0.000000, 1.049763, 1.049763
600, o, 0.015077, 0.000000, 1.170949, 1.170949
600, o, 0.015298, 0.000000, 1.234992, 1.234992
600, o, 0.017645, 0.000000, 1.139235, 1.139235
600, o, 0.015273, 0.000000, 0.864419, 0.864419
600, o, 0.015493, 0.000000, 1.091734, 1.091734
600, o, 0.043106, 0.000000, 0.957279, 0.957279
800, t, 0.048067, 0.003405, 1.658302, 1.661707
800, t, 0.026503, 0.003726, 1.626293, 1.630019
800, t, 0.060968, 0.003103, 1.644932, 1.648035
800, t, 0.058738, 0.002683, 1.592065, 1.594748
800, t, 0.059412, 0.003678, 1.664049, 1.667727
800, t, 0.027754, 0.002812, 1.659082, 1.661894
800, t, 0.027008, 0.002116, 1.623559, 1.625675
800, t, 0.026072, 0.002585, 1.619126, 1.621711
800, t, 0.027271, 0.001804, 1.642666, 1.644470
800, t, 0.057734, 0.002829, 1.600136, 1.602965
800, o, 0.060489, 0.000000, 3.683719, 3.683719
800, o, 0.030207, 0.000000, 3.715666, 3.715666
800, o, 0.026381, 0.000000, 3.601046, 3.601046
800, o, 0.028077, 0.000000, 3.666868, 3.666868
800, o, 0.027165, 0.000000, 3.416864, 3.416864
800, o, 0.027073, 0.000000, 3.499331, 3.499331
800, o, 0.027100, 0.000000, 3.818381, 3.818381
800, o, 0.056788, 0.000000, 3.389940, 3.389940
800, o, 0.058392, 0.000000, 3.706028, 3.706028
800, o, 0.027331, 0.000000, 3.623730, 3.623730
1000, t, 0.045564, 0.003083, 3.202699, 3.205782
1000, t, 0.043273, 0.003007, 3.154538, 3.157545
1000, t, 0.043273, 0.004971, 3.221563, 3.226534
1000, t, 0.040656, 0.003894, 3.154969, 3.158863
1000, t, 0.069089, 0.004974, 3.155693, 3.160667
1000, t, 0.042547, 0.003410, 3.154847, 3.158257
1000, t, 0.046690, 0.005112, 3.157689, 3.162801
1000, t, 0.074932, 0.004666, 3.395855, 3.400521
1000, t, 0.046095, 0.003661, 3.195405, 3.199066
1000, t, 0.073110, 0.005089, 3.213541, 3.218630
1000, o, 0.080442, 0.000000, 6.611178, 6.611178
1000, o, 0.083300, 0.000000, 6.394688, 6.394688
1000, o, 0.072621, 0.000000, 6.664569, 6.664569
