200,t,0.004272,0.000200,0.060192,0.060392
200,t,0.002030,0.000097,0.026292,0.026389
200,t,0.001689,0.000083,0.025820,0.025903
200,t,0.002378,0.000113,0.026594,0.026707
200,t,0.001562,0.000075,0.024265,0.024340
200,t,0.002280,0.000130,0.028615,0.028745
200,t,0.001659,0.000081,0.025349,0.025430
200,t,0.001583,0.000075,0.024247,0.024322
200,t,0.001590,0.000075,0.024366,0.024441
200,t,0.001583,0.000075,0.024196,0.024271
200,o,0.003527,0.000000,0.055195,0.055195
200,o,0.001577,0.000000,0.024847,0.024847
200,o,0.003513,0.000000,0.054431,0.054431
200,o,0.001566,0.000000,0.024939,0.024939
200,o,0.001575,0.000000,0.024321,0.024321
200,o,0.001569,0.000000,0.043823,0.043823
200,o,0.004688,0.000000,0.053819,0.053819
200,o,0.001597,0.000000,0.024371,0.024371
200,o,0.001587,0.000000,0.024386,0.024386
200,o,0.001596,0.000000,0.024312,0.024312
400,t,0.007840,0.000321,0.193894,0.194215
400,t,0.006276,0.000335,0.199646,0.199981
400,t,0.006099,0.000314,0.194012,0.194326
400,t,0.006286,0.000309,0.198676,0.198985
400,t,0.017820,0.000941,0.214867,0.215808
400,t,0.006290,0.000349,0.196377,0.196726
400,t,0.006311,0.000309,0.200221,0.200530
400,t,0.016504,0.001039,0.219574,0.220613
400,t,0.014625,0.000919,0.220071,0.220990
400,t,0.017090,0.001187,0.227317,0.228504
400,o,0.009541,0.000000,0.216222,0.216222
400,o,0.016736,0.000000,0.274677,0.274677
400,o,0.006535,0.000000,0.235473,0.235473
400,o,0.006354,0.000000,0.235274,0.235274
400,o,0.015546,0.000000,0.233979,0.233979
400,o,0.015548,0.000000,0.231748,0.231748
400,o,0.017656,0.000000,0.225084,0.225084
400,o,0.006343,0.000000,0.207566,0.207566
400,o,0.015620,0.000000,0.229301,0.229301
400,o,0.017392,0.000000,0.226760,0.226760
600,t,0.040943,0.002213,0.664440,0.666653
600,t,0.040772,0.002835,0.680532,0.683367
600,t,0.039869,0.002592,0.735029,0.737621
600,t,0.017437,0.001072,0.727540,0.728612
600,t,0.036980,0.002023,0.667693,0.669716
600,t,0.014432,0.000872,0.655589,0.656461
600,t,0.040269,0.002326,0.667111,0.669437
600,t,0.040517,0.002396,0.659899,0.662295
600,t,0.014455,0.000786,0.662858,0.663644
600,t,0.040023,0.002236,0.664503,0.666739
600,o,0.040983,0.000000,0.781480,0.781480
600,o,0.041118,0.000000,0.803175,0.803175
600,o,0.041093,0.000000,0.773252,0.773252
600,o,0.014384,0.000000,0.781192,0.781192
600,o,0.014354,0.000000,0.800280,0.800280
600,o,0.040605,0.000000,0.780546,0.780546
600,o,0.040627,0.000000,0.817981,0.817981
600,o,0.040078,0.000000,0.750370,0.750370
600,o,0.014337,0.000000,0.776978,0.776978
600,o,0.014409,0.000000,0.740905,0.740905
800,t,0.025698,0.001750,1.553954,1.555704
800,t,0.025595,0.001815,1.553146,1.554961
800,t,0.060250,0.002934,1.565007,1.567941
800,t,0.056938,0.002280,1.564395,1.566675
800,t,0.025634,0.001848,1.563107,1.564955
800,t,0.025627,0.001858,1.617665,1.619523
